,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
4918,Simple Machine,Guster,0.624,0.794,4,-7.018,1,0.0476,0.0101,0.00431,0.137,0.781,167.97,audio_features,187240,4
4919,Never Coming Down,Guster,0.77,0.737,9,-6.529,1,0.0289,0.172,8.24e-05,0.101,0.924,110.408,audio_features,154053,4
4920,Carpetbaggers,Harlem Shakes,0.436,0.837,11,-4.237,1,0.0454,0.000556,1.13e-05,0.0732,0.501,143.052,audio_features,211162,4
4921,Sunlight,Harlem Shakes,0.573,0.873,0,-4.702,1,0.0473,0.000297,0.0,0.128,0.772,138.885,audio_features,172627,4
4922,Sway,Heartless Bastards,0.361,0.71,4,-4.729,1,0.0393,0.111,3.1e-05,0.11,0.396,147.124,audio_features,353880,4
4923,Tumbling Dice,The Gaslight Anthem,0.636,0.57,11,-8.294,1,0.0288,0.728,1.36e-06,0.127,0.811,109.14,audio_features,181413,4
4924,Anthem Part Two,blink-182,0.552,0.932,0,-3.782,1,0.0426,0.000102,0.0,0.119,0.518,103.108,audio_features,227200,4
4925,Reckless Abandon,blink-182,0.5,0.961,11,-3.92,1,0.0961,0.00137,0.0,0.296,0.515,124.898,audio_features,186173,4
4926,The Party Song,blink-182,0.343,0.94,11,-4.068,1,0.156,0.103,0.0,0.376,0.888,117.714,audio_features,139200,4
4927,Born in the U.S.A.,Bruce Springsteen,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,audio_features,278680,4
4928,In One Ear,Cage The Elephant,0.326,0.948,1,-4.315,0,0.0606,0.000258,0.0,0.367,0.358,166.388,audio_features,241320,4
4929,Back Against the Wall,Cage The Elephant,0.598,0.743,1,-6.163,1,0.0307,0.000643,0.0,0.112,0.533,110.337,audio_features,228320,4
4930,Old News,Dr. Dog,0.58,0.672,5,-3.416,1,0.0359,0.396,0.0,0.114,0.879,94.701,audio_features,110573,4
4931,Faith - Remastered,George Michael,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,193200,4
4932,Caress Me Down,Sublime,0.755,0.482,9,-7.552,1,0.263,0.0329,0.0,0.131,0.599,79.684,audio_features,211733,4
4933,What I Got,Sublime,0.79,0.691,7,-7.507,1,0.089,0.0105,0.000362,0.136,0.627,95.594,audio_features,172053,4
4934,40oz. To Freedom,Sublime,0.713,0.443,7,-9.991,1,0.039,0.000306,0.0196,0.128,0.383,94.175,audio_features,182960,4
4935,Peaches,The Presidents Of The United States Of America,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,audio_features,171693,4
4936,Lump,The Presidents Of The United States Of America,0.499,0.873,6,-3.902,1,0.0386,0.00468,0.0,0.165,0.864,142.726,audio_features,134200,4
4937,Troublemaker,Weezer,0.652,0.74,8,-7.93,1,0.0313,0.0164,0.0,0.142,0.82,131.476,audio_features,164693,4
4938,Hash Pipe,Weezer,0.578,0.882,7,-6.354,1,0.044,0.000121,0.479,0.284,0.623,125.603,audio_features,186533,4
4939,Island In The Sun,Weezer,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,audio_features,200307,4
4940,Bring Em Out,T.I.,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,audio_features,216707,4
4941,Stomp,The Stone Foxes,0.742,0.455,7,-13.778,1,0.0524,0.1,0.0,0.213,0.401,120.037,audio_features,110293,4
4942,Light Of The Morning,Band Of Skulls,0.31,0.685,11,-4.432,1,0.0453,0.0166,0.00375,0.116,0.409,111.216,audio_features,164067,4
4943,"One Bourbon, One Scotch, One Beer",John Lee Hooker,0.751,0.653,5,-11.451,1,0.0559,0.561,0.0,0.348,0.849,124.469,audio_features,179667,4
4944,Boom Boom,John Lee Hooker,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,audio_features,152351,4
4945,Fingers To The Bone,Brown Bird,0.575,0.491,4,-10.299,0,0.0559,0.349,0.00378,0.139,0.784,173.605,audio_features,191000,4
4946,I Know What I Am,Band Of Skulls,0.64,0.904,9,-4.28,1,0.0874,0.175,1.21e-05,0.105,0.559,99.41,audio_features,198000,4
4947,If You Didn't See Me (Then You Weren't on the Dancefloor),JR JR,0.614,0.651,11,-6.27,1,0.0322,0.192,0.000103,0.193,0.529,116.004,audio_features,247173,4
4948,Don't Tell Me,JR JR,0.537,0.75,0,-6.266,1,0.0282,0.00435,0.00218,0.0998,0.816,147.979,audio_features,241920,4
4949,The Walker,Fitz and The Tantrums,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,audio_features,233133,4
4950,Saw You First,GIVERS,0.399,0.814,1,-7.357,1,0.0612,0.0221,0.00955,0.048,0.33,123.265,audio_features,307560,4
4951,Ceiling of Plankton,GIVERS,0.431,0.843,3,-5.429,1,0.051,0.00855,0.0024,0.117,0.644,118.349,audio_features,260747,4
4952,Fake Tales Of San Francisco,Arctic Monkeys,0.451,0.79,11,-4.261,0,0.0461,0.00807,0.0,0.0394,0.683,127.142,audio_features,179947,4
4953,Cough Syrup,Young the Giant,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,audio_features,249520,3
4954,Apartment,Young the Giant,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,audio_features,235800,4
4955,I Got,Young the Giant,0.377,0.903,8,-6.423,1,0.0739,0.00764,9.74e-05,0.109,0.353,195.909,audio_features,259773,3
4956,Dance With Me,Ra Ra Riot,0.637,0.84,4,-4.556,1,0.045,0.00285,0.0,0.357,0.668,129.974,audio_features,144187,4
4957,Cold War,The Morning Benders,0.585,0.745,11,-5.364,1,0.0858,0.389,0.000383,0.339,0.865,77.846,audio_features,104133,4
4958,Radio,Alkaline Trio,0.649,0.657,2,-6.607,1,0.0258,0.0348,0.000372,0.136,0.434,113.423,audio_features,281040,4
4959,Waiting for a War,The Morning Benders,0.404,0.834,10,-3.619,1,0.0605,0.355,0.0,0.115,0.764,193.395,audio_features,158600,4
4960,Soco Amaretto Lime,Brand New,0.678,0.244,6,-12.735,1,0.0354,0.83,0.000502,0.185,0.245,96.032,audio_features,284680,4
4961,Last Chance to Lose Your Keys,Brand New,0.461,0.901,3,-4.099,1,0.176,0.0481,0.0,0.462,0.796,168.872,audio_features,205400,4
4962,Sudden Death In Carolina,Brand New,0.367,0.861,1,-4.982,1,0.0611,0.00654,0.0,0.0625,0.573,167.009,audio_features,181760,4
4963,Seventy Times 7,Brand New,0.534,0.75,8,-5.77,1,0.0789,0.0919,8.5e-05,0.302,0.417,91.358,audio_features,212613,4
4964,Crime Pays,Bear Hands,0.827,0.702,1,-6.174,1,0.0327,0.214,0.0105,0.273,0.855,110.965,audio_features,179467,4
4965,Undone - The Sweater Song,Weezer,0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,audio_features,305533,4
4966,Fight For Your Right,Beastie Boys,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,audio_features,208653,5
4967,Brass Monkey,Beastie Boys,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,audio_features,157440,4
4968,Great Expectations,The Gaslight Anthem,0.544,0.94,7,-4.331,0,0.0821,0.00275,0.0,0.344,0.49,123.967,audio_features,185133,4
4969,The '59 Sound - Acoustic,The Gaslight Anthem,0.329,0.347,2,-11.656,1,0.0435,0.696,0.0,0.133,0.257,68.761,audio_features,234773,4
4970,High Lonesome,The Gaslight Anthem,0.376,0.962,7,-3.571,0,0.103,0.000541,2.84e-05,0.217,0.787,184.013,audio_features,185227,4
4971,Meantime,GIVERS,0.314,0.912,0,-4.006,1,0.247,0.156,0.0,0.18,0.551,115.632,audio_features,302280,4
4972,Ripe,GIVERS,0.357,0.872,2,-4.752,1,0.167,0.05,0.0167,0.0551,0.72,114.818,audio_features,305373,4
4973,Slow Ride,Foghat,0.449,0.642,2,-10.527,1,0.0487,0.00608,0.00707,0.175,0.586,113.638,audio_features,494533,4
4974,Smells Like Teen Spirit,Nirvana,0.485,0.863,1,-9.027,1,0.0495,1.22e-05,0.0162,0.138,0.767,116.835,audio_features,300977,4
4975,Headin' Down,The Sheepdogs,0.713,0.72,6,-4.714,1,0.0303,0.35,0.0,0.0787,0.83,109.875,audio_features,245400,4
4976,Orifice Origami,Reptar,0.71,0.718,2,-7.685,1,0.033,0.00567,0.000309,0.115,0.633,109.942,audio_features,241773,4
4977,Swim,Surfer Blood,0.474,0.866,4,-6.108,1,0.0594,0.125,0.000855,0.443,0.564,122.006,audio_features,198947,4
4978,Pink Houses,John Mellencamp,0.638,0.802,7,-4.992,1,0.0277,0.0639,5.57e-06,0.0985,0.641,114.996,audio_features,284000,4
4979,Semi-Charmed Life,Third Eye Blind,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,audio_features,268360,4
4980,How's It Going to Be,Third Eye Blind,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,audio_features,253413,4
4981,Jumper - 1998 Edit,Third Eye Blind,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,audio_features,272973,4
4982,Fly [feat. Super Cat],Sugar Ray,0.817,0.681,1,-7.905,1,0.111,0.0216,0.00431,0.066,0.691,99.738,audio_features,292333,4
4983,Step by Step,New Kids On The Block,0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,audio_features,267293,4
4984,"Hangin' Tough - 7"" Remix",New Kids On The Block,0.733,0.759,6,-4.642,1,0.0518,0.0418,0.000633,0.313,0.643,91.663,audio_features,229427,4
4985,Monkey Wrench,Foo Fighters,0.395,0.941,4,-4.609,1,0.0723,2.13e-05,0.000238,0.268,0.681,174.209,audio_features,230827,4
4986,Learn to Fly,Foo Fighters,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,audio_features,234800,4
4987,Low Rider,War,0.814,0.676,0,-9.68,1,0.0469,0.0813,0.662,0.0508,0.991,139.761,audio_features,191333,4
4988,Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,0.557,0.74,6,-10.999,1,0.0879,0.0018,0.422,0.148,0.801,114.379,audio_features,243693,4
4989,My Old Ways,Dr. Dog,0.567,0.717,9,-6.179,1,0.0299,0.499,4.52e-06,0.336,0.45,126.875,audio_features,210880,4
4990,Old News,Dr. Dog,0.587,0.683,5,-3.391,1,0.0362,0.355,2.6e-06,0.107,0.845,94.732,audio_features,110573,4
4991,TenTwentyTen,Generationals,0.624,0.832,9,-5.128,1,0.0433,0.0274,0.00747,0.0761,0.796,86.019,audio_features,202613,4
4992,Zip-Lock,Lit,0.522,0.951,6,-3.793,1,0.0677,0.00523,0.0,0.258,0.52,106.053,audio_features,212493,4
4993,O.P.P,Naughty By Nature,0.848,0.838,4,-11.949,0,0.0723,0.0326,4.63e-06,0.124,0.774,97.735,audio_features,271067,4
4994,The Way,Fastball,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,audio_features,257093,4
4995,I Love It,Icona Pop,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,audio_features,155333,4
4996,Take a Picture,Filter,0.446,0.762,2,-8.971,1,0.0422,0.000103,7.2e-05,0.26,0.276,98.993,audio_features,359520,4
4997,Linger,The Cranberries,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,audio_features,274707,4
4998,Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,199080,4
4999,Hey Ya! - Radio Mix / Club Mix,Outkast,0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,audio_features,235213,4
5000,Butterfly,Crazy Town,0.739,0.791,9,-4.796,0,0.0831,0.00144,0.000157,0.115,0.631,103.494,audio_features,215800,4
5001,That's Not My Name,The Ting Tings,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,audio_features,310573,4
5002,Tearin' up My Heart - Radio Edit,*NSYNC,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054,audio_features,211000,4
5003,AM Radio - Remastered 2004,Everclear,0.573,0.969,8,-2.807,1,0.134,0.0492,0.0,0.138,0.554,92.982,audio_features,236613,4
5004,I Will Buy You A New Life,Everclear,0.518,0.87,0,-4.933,1,0.098,0.0351,0.00707,0.255,0.661,169.665,audio_features,238133,4
5005,Father Of Mine,Everclear,0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,audio_features,231400,4
5006,Gettin' Jiggy Wit It,Will Smith,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,audio_features,227933,4
5007,U Can't Touch This,MC Hammer,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,257360,4
5008,"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,232720,4
5009,We Are Family,Sister Sledge,0.79,0.86,8,-6.914,1,0.0863,0.279,3.4e-05,0.229,0.845,118.971,audio_features,216533,4
5010,Karma Chameleon,Culture Club,0.668,0.473,10,-15.402,1,0.0336,0.231,0.0,0.115,0.962,91.976,audio_features,242200,4
5011,Rockstar,N.E.R.D,0.66,0.919,4,-5.56,0,0.131,0.0812,1.93e-06,0.301,0.638,92.031,audio_features,260267,4
5012,It's Tricky,Run–D.M.C.,0.957,0.754,11,-11.545,0,0.143,0.000985,0.0,0.067,0.961,127.861,audio_features,183627,4
5013,Weapon Of Choice,Fatboy Slim,0.626,0.947,8,-4.608,0,0.057,0.136,0.78,0.209,0.959,195.972,audio_features,219813,4
5014,The Rockafeller Skank,Fatboy Slim,0.58,0.984,7,-5.551,1,0.295,0.0007,0.11,0.448,0.171,152.523,audio_features,236893,4
5015,Piano Man,Billy Joel,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,audio_features,336093,3
5016,Beautiful Day,U2,0.54,0.913,2,-6.887,1,0.0483,0.0225,0.00157,0.344,0.452,136.265,audio_features,244867,4
5017,We Built This City,Starship,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,296080,4
5018,Here I Go Again,Whitesnake,0.213,0.634,4,-12.967,0,0.0596,0.369,0.00199,0.359,0.354,174.443,audio_features,308800,4
5019,The Power Of Love,Huey Lewis & The News,0.766,0.826,5,-5.387,1,0.0299,0.075,3.77e-05,0.072,0.948,118.761,audio_features,234347,4
5020,Hip To Be Square,Huey Lewis & The News,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,audio_features,245467,4
5021,I Want A New Drug,Huey Lewis & The News,0.672,0.897,2,-4.92,1,0.0541,0.0786,6.4e-06,0.389,0.777,110.289,audio_features,211840,4
5022,More Than a Feeling,Boston,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,audio_features,285133,4
5023,Out of the Black,Royal Blood,0.519,0.98,2,-2.751,1,0.0909,0.000873,0.00179,0.179,0.639,158.929,audio_features,240572,4
5024,Thrash Unreal,Against Me!,0.555,0.839,5,-3.583,1,0.0483,0.000114,0.0574,0.102,0.637,124.877,audio_features,254200,4
5025,Get Free,The Vines,0.502,0.978,7,-3.278,1,0.0649,0.000163,1.27e-06,0.287,0.603,138.811,audio_features,126573,4
5026,Joker And The Thief,Wolfmother,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,audio_features,280467,4
5027,Cold Hard Bitch,Jet,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,audio_features,243200,4
5028,Who Let The Dogs Out,Baha Men,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,audio_features,198400,4
5029,The Boys Are Back In Town,Thin Lizzy,0.442,0.851,8,-5.038,1,0.0707,0.216,1.53e-06,0.11,0.672,81.427,audio_features,264613,4
5030,My Friends Over You,New Found Glory,0.398,0.978,2,-4.001,1,0.133,0.000291,0.0,0.0947,0.441,177.797,audio_features,220200,4
5031,Bob,NOFX,0.545,0.847,0,-4.194,1,0.0575,0.0409,0.0,0.251,0.631,90.315,audio_features,122520,4
5032,Fat Lip,Sum 41,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,audio_features,178267,4
5033,Should I Stay or Should I Go - Remastered,The Clash,0.742,0.838,2,-6.442,1,0.11,0.0832,0.0,0.418,0.848,113.373,audio_features,188240,4
5034,Right Now,SR-71,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273,audio_features,167200,4
5035,Bouncing Off The Walls,Sugarcult,0.485,0.911,6,-4.758,1,0.0515,0.00357,0.0,0.251,0.737,150.769,audio_features,141293,4
5036,A Favor House Atlantic,Coheed and Cambria,0.317,0.977,4,-3.446,1,0.286,0.0014,0.0,0.289,0.176,166.713,audio_features,235173,4
5037,Blood Red Summer,Coheed and Cambria,0.69,0.746,4,-3.617,1,0.0695,0.153,0.0,0.688,0.93,152.973,audio_features,238893,4
5038,Grand Theft Autumn / Where Is Your Boy,Fall Out Boy,0.628,0.886,2,-3.805,1,0.0608,0.000706,0.0,0.275,0.72,135.45,audio_features,191373,4
5039,Calm Before the Storm,Fall Out Boy,0.597,0.918,9,-5.192,1,0.109,0.000556,1.85e-06,0.346,0.501,92.443,audio_features,267387,4
5040,Reinventing the Wheel to Run Myself Over,Fall Out Boy,0.603,0.941,11,-4.191,1,0.0775,0.000213,0.0,0.545,0.689,105.399,audio_features,141337,4
5041,Chicago Is so Two Years Ago,Fall Out Boy,0.63,0.946,0,-4.22,1,0.106,0.000383,0.0,0.404,0.539,113.839,audio_features,199840,4
5042,Dead on Arrival,Fall Out Boy,0.543,0.968,0,-4.028,1,0.0702,0.0002,0.0,0.539,0.494,100.982,audio_features,194493,4
5043,The Patron Saint of Liars and Fakes,Fall Out Boy,0.509,0.978,2,-4.017,1,0.147,5.69e-05,5.14e-06,0.0872,0.201,102.866,audio_features,199916,4
5044,"A Little Less Sixteen Candles, A Little More ""Touch Me""",Fall Out Boy,0.538,0.889,7,-3.586,1,0.0596,0.00704,0.0,0.312,0.696,133.044,audio_features,169027,4
5045,Nobody Puts Baby In The Corner,Fall Out Boy,0.528,0.94,0,-4.186,1,0.0588,0.000549,0.0,0.326,0.651,101.588,audio_features,200747,4
5046,Tell That Mick He Just Made My List of Things to Do Today,Fall Out Boy,0.444,0.963,1,-3.565,0,0.108,0.000617,0.0,0.202,0.418,197.073,audio_features,210427,4
5047,Get Over It,OK Go,0.389,0.767,2,-4.314,1,0.149,0.00127,0.0,0.435,0.544,184.926,audio_features,196760,4
5048,Timberwolves at New Jersey,Taking Back Sunday,0.486,0.692,0,-5.849,1,0.0731,0.0025,0.0,0.194,0.505,90.596,audio_features,203493,4
5049,MakeDamnSure,Taking Back Sunday,0.553,0.837,6,-5.608,1,0.0452,0.00941,0.0,0.372,0.432,140.495,audio_features,208280,4
5050,"Cute Without the ""E"" (Cut From the Team)",Taking Back Sunday,0.402,0.859,1,-4.41,0,0.0466,0.0394,0.0,0.0745,0.514,95.31,audio_features,211547,4
5051,You're So Last Summer,Taking Back Sunday,0.473,0.735,11,-6.131,0,0.0498,0.0106,0.0,0.266,0.65,77.273,audio_features,179453,4
5052,You Know How I Do,Taking Back Sunday,0.212,0.853,9,-4.781,1,0.0534,0.00224,0.0,0.0854,0.308,85.212,audio_features,201080,4
5053,Gangway,Guster,0.447,0.753,2,-5.284,1,0.0284,0.113,0.00486,0.355,0.431,123.46,audio_features,192653,4
5054,Sickos,Harlem Shakes,0.475,0.934,11,-3.601,1,0.036,0.00048,0.0,0.152,0.808,139.972,audio_features,215946,4
5055,Figure It Out,Royal Blood,0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,audio_features,183602,4
5056,Loose Change,Royal Blood,0.478,0.79,1,-5.016,1,0.133,0.195,2.2e-05,0.326,0.538,84.545,audio_features,155987,4
5057,Come on Over,Royal Blood,0.505,0.906,7,-5.127,1,0.0399,0.000333,0.000127,0.29,0.553,107.855,audio_features,173827,4
5058,Freak Out,Tapes 'n Tapes,0.565,0.88,9,-5.108,1,0.0475,0.0297,0.17,0.276,0.399,109.06,audio_features,245000,4
5059,American Music,Violent Femmes,0.552,0.565,0,-11.78,1,0.0354,0.0785,1.37e-05,0.146,0.755,133.535,audio_features,229973,4
5060,Stuck In My Id,Reptar,0.625,0.852,0,-7.41,1,0.0468,0.0049,0.00497,0.0705,0.817,99.992,audio_features,312800,4
5061,Lampshades on Fire,Modest Mouse,0.531,0.903,7,-3.905,0,0.0582,0.153,2.83e-06,0.107,0.803,189.936,audio_features,187733,4
5062,Amsterdam,Guster,0.459,0.773,0,-6.83,1,0.0495,0.00337,9.51e-06,0.153,0.631,160.547,audio_features,217360,4
5063,Down to the River,Brown Bird,0.677,0.624,10,-7.009,0,0.0844,0.606,0.0,0.0875,0.809,126.214,audio_features,164840,4
5064,Time Bomb,Rancid,0.646,0.962,9,-4.862,1,0.0536,0.138,0.0,0.471,0.961,164.79,audio_features,144333,4
5065,Ruby Soho,Rancid,0.505,0.938,7,-5.381,1,0.0432,0.0201,0.00218,0.177,0.961,161.842,audio_features,157533,4
5066,Last One To Die,Rancid,0.482,0.957,7,-3.933,1,0.0588,0.000436,3.55e-05,0.192,0.728,150.898,audio_features,143600,4
5067,Fall Back Down,Rancid,0.539,0.989,4,-1.865,1,0.0517,0.00177,0.0,0.131,0.52,104.076,audio_features,223240,4
5068,Beer,Reel Big Fish,0.591,0.869,0,-6.205,1,0.106,0.000772,4.06e-06,0.085,0.859,104.43,audio_features,210533,4
5069,She Has a Girlfriend Now,Reel Big Fish,0.713,0.861,0,-5.665,0,0.044,0.0838,2.25e-05,0.0826,0.969,129.953,audio_features,187467,4
5070,Brown Eyed Girl,Van Morrison,0.478,0.678,7,-7.032,1,0.0364,0.29,0.0,0.577,0.892,151.466,audio_features,182960,4
5071,Thunderstruck,AC/DC,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474,audio_features,292413,4
5072,You Shook Me All Night Long,AC/DC,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,audio_features,210880,4
5073,Highway to Hell,AC/DC,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,208400,4
5074,No Sleep Till Brooklyn,Beastie Boys,0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,audio_features,246933,4
5075,The Motivation Proclamation,Good Charlotte,0.342,0.863,7,-4.109,1,0.0722,0.0604,0.0,0.149,0.313,167.847,audio_features,216000,4
5076,WaldorfWorldwide,Good Charlotte,0.537,0.921,10,-4.892,1,0.0675,0.0976,0.0,0.121,0.769,105.553,audio_features,200440,4
5077,I Just Wanna Live,Good Charlotte,0.803,0.83,10,-4.636,0,0.0356,0.0144,0.0,0.103,0.935,111.033,audio_features,166053,4
5078,The Anthem,Good Charlotte,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,audio_features,175093,4
5079,Wagon Wheel,Old Crow Medicine Show,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,audio_features,232133,4
5080,Nothing But A Good Time,Reel Big Fish,0.69,0.939,9,-3.295,1,0.102,0.396,0.0,0.0903,0.887,91.031,audio_features,182000,4
5081,2 Heads,Coleman Hell,0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006,audio_features,213707,4
5082,I Was a Teenage Anarchist,Against Me!,0.449,0.957,10,-3.487,1,0.0874,0.000775,0.00057,0.103,0.444,152.918,audio_features,195160,4
5083,All or Nothing,O-Town,0.641,0.453,0,-4.98,1,0.0281,0.262,0.0,0.284,0.216,126.872,audio_features,248867,4
5084,Juke Box Hero,Foreigner,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,audio_features,259800,4
5085,Interstate Love Song,Stone Temple Pilots,0.214,0.947,4,-5.053,1,0.0509,0.000553,0.00322,0.238,0.484,170.748,audio_features,193613,4
5086,"St. Jimmy - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",Green Day,0.183,0.998,9,-3.323,1,0.208,0.00103,0.00028,0.827,0.0942,144.802,audio_features,175240,4
5087,S.O.B.,Nathaniel Rateliff & The Night Sweats,0.699,0.579,1,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,audio_features,247613,4
5088,Come Together - Remastered 2015,The Beatles,0.559,0.343,9,-13.072,0,0.0424,0.0601,0.138,0.1,0.183,164.53,audio_features,258693,4
5089,Stay Vicious,The Gaslight Anthem,0.451,0.753,5,-6.412,1,0.0322,0.0038,0.01,0.113,0.475,136.097,audio_features,213600,4
5090,Sweet Caroline,Neil Diamond,0.525,0.131,11,-15.937,1,0.0281,0.623,0.000145,0.254,0.616,63.071,audio_features,203573,4
5091,You Got It (The Right Stuff),New Kids On The Block,0.789,0.687,1,-7.441,1,0.0634,0.00637,2.77e-06,0.0571,0.862,111.493,audio_features,250747,4
5092,Ain't No Man,The Avett Brothers,0.783,0.695,11,-5.564,1,0.347,0.324,0.0,0.112,0.757,90.825,audio_features,212360,4
5093,I Need Never Get Old,Nathaniel Rateliff & The Night Sweats,0.614,0.742,7,-5.643,1,0.0405,0.00237,0.0376,0.0664,0.783,135.044,audio_features,254187,4
5094,Fall Back Down,Rancid,0.525,0.989,4,-1.438,1,0.0527,0.00244,0.0,0.123,0.504,104.069,audio_features,223228,4
5095,Ruby Soho,Rancid,0.505,0.938,7,-5.381,1,0.0432,0.0201,0.00218,0.177,0.961,161.842,audio_features,157533,4
5096,Stacy's Mom,Bowling For Soup,0.728,0.801,4,-3.636,1,0.0752,0.00349,0.000195,0.0907,0.813,119.989,audio_features,193043,4
5097,Girl All the Bad Guys Want,Bowling For Soup,0.582,0.829,2,-5.688,1,0.0465,0.000517,0.0,0.266,0.867,130.969,audio_features,197800,4
5098,Normal Chicks,Bowling For Soup,0.681,0.823,11,-4.409,0,0.0505,0.000937,5.83e-06,0.093,0.911,141.972,audio_features,195216,4
5099,Punk Rock 101,Bowling For Soup,0.63,0.936,4,-4.576,1,0.084,0.00128,0.0,0.0823,0.733,117.962,audio_features,184322,4
5100,Bleed American,Jimmy Eat World,0.406,0.954,6,-3.609,0,0.106,0.00746,1.1e-06,0.348,0.598,159.93,audio_features,185120,4
5101,Aliens Exist,blink-182,0.459,0.914,11,-6.686,1,0.117,0.00145,1.15e-05,0.29,0.668,107.567,audio_features,192973,4
5102,Good,Better Than Ezra,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,audio_features,185093,4
5103,Lively Up Yourself,Bob Marley & The Wailers,0.833,0.51,7,-9.575,1,0.223,0.173,0.00249,0.0571,0.884,130.804,audio_features,311587,4
5104,"Get Up, Stand Up",Bob Marley & The Wailers,0.825,0.546,6,-9.518,0,0.386,0.321,5.13e-05,0.068,0.866,148.246,audio_features,221933,4
5105,Baby We've Got A Date (Rock It Baby) - Jamaican Version,Bob Marley & The Wailers,0.808,0.558,9,-6.03,1,0.171,0.212,0.0,0.0759,0.775,137.566,audio_features,243467,4
